trigger,time_s
48,0.503527
81,3.153527
52,3.695986
81,6.345986
102,6.877466
100,7.110799
101,8.377466
103,9.527466
79,10.064105
81,12.714105
51,13.244191
81,15.894191
55,16.436221
81,19.086221
62,19.625618
81,22.275618
69,22.816970
81,25.466970
75,25.986171
81,28.636171
73,29.161844
81,31.811844
50,32.331387
81,34.981387
102,35.513385
100,36.580052
101,37.846719
103,38.163385
102,38.699292
100,38.915959
101,40.182626
103,41.349292
51,41.870453
81,44.520453
53,45.063823
81,47.713823
47,48.249984
81,50.899984
70,51.436664
81,54.086664
42,54.627229
81,57.277229
41,57.831291
81,60.481291
67,61.021512
81,63.671512
80,64.191918
81,66.841918
63,67.364443
81,70.014443
53,70.558866
81,73.208866
49,73.738437
81,76.388437
102,76.935315
100,77.585315
101,78.851982
103,79.585315
64,80.122407
81,82.772407
43,83.304262
81,85.954262
78,86.500506
81,89.150506
71,89.674492
81,92.324492
102,92.852551
100,93.202551
101,94.469218
103,95.502551
49,96.030896
81,98.680896
59,99.214175
81,101.864175
63,102.417126
81,105.067126
65,105.616295
81,108.266295
79,108.815825
81,111.465825
67,112.007738
81,114.657738
54,115.174733
81,117.824733
64,118.352845
81,121.002845
102,121.539584
100,122.539584
101,123.806251
103,124.189584
102,124.742189
100,125.542189
101,126.808855
103,127.392189
74,127.923407
81,130.573407
42,131.112096
81,133.762096
59,134.312704
81,136.962704
77,137.493027
81,140.143027
73,140.689617
81,143.339617
102,143.880084
100,144.296751
101,145.563418
103,146.530084
76,147.067764
81,149.717764
66,150.259623
81,152.909623
72,153.445683
81,156.095683
44,156.616869
81,159.266869
61,159.819412
81,162.469412
50,163.024868
81,165.674868
46,166.224861
81,168.874861
70,169.405679
81,172.055679
46,172.597703
81,175.247703
58,175.795200
81,178.445200
57,178.964356
81,181.614356
56,182.162601
81,184.812601
74,185.332663
81,187.982663
54,188.536923
81,191.186923
77,191.713248
81,194.363248
78,194.918441
81,197.568441
44,198.094390
81,200.744390
47,201.282472
81,203.932472
58,204.482398
81,207.132398
62,207.688566
81,210.338566
65,210.883461
81,213.533461
57,214.083516
81,216.733516
48,217.265855
81,219.915855
68,220.462550
81,223.112550
72,223.644602
81,226.294602
102,226.848463
100,227.965130
101,229.231796
103,229.498463
56,230.046070
81,232.696070
52,233.227913
81,235.877913
76,236.425948
81,239.075948
61,239.595275
81,242.245275
66,242.798945
81,245.448945
69,245.993337
81,248.643337
43,249.173091
81,251.823091
102,252.365636
100,253.182302
101,254.448969
103,255.015636
