trigger,time_s
53,0.503527
81,3.153527
66,3.695986
81,6.345986
60,6.877466
81,9.527466
66,10.064105
81,12.714105
59,13.244191
81,15.894191
70,16.436221
81,19.086221
102,19.625618
100,20.425618
101,21.692285
103,22.275618
51,22.816970
81,25.466970
61,25.986171
81,28.636171
42,29.161844
81,31.811844
102,32.331387
100,32.848053
101,34.114720
103,34.981387
102,35.513385
100,36.180052
101,37.446719
103,38.163385
80,38.699292
81,41.349292
57,41.870453
81,44.520453
75,45.063823
81,47.713823
51,48.249984
81,50.899984
56,51.436664
81,54.086664
102,54.627229
100,55.093896
101,56.360562
103,57.277229
79,57.831291
81,60.481291
41,61.021512
81,63.671512
67,64.191918
81,66.841918
55,67.364443
81,70.014443
70,70.558866
81,73.208866
72,73.738437
81,76.388437
45,76.935315
81,79.585315
59,80.122407
81,82.772407
49,83.304262
81,85.954262
57,86.500506
81,89.150506
72,89.674492
81,92.324492
50,92.852551
81,95.502551
58,96.030896
81,98.680896
41,99.214175
81,101.864175
102,102.417126
100,103.483793
101,104.750460
103,105.067126
44,105.616295
81,108.266295
69,108.815825
81,111.465825
80,112.007738
81,114.657738
55,115.174733
81,117.824733
74,118.352845
81,121.002845
64,121.539584
81,124.189584
73,124.742189
81,127.392189
75,127.923407
81,130.573407
73,131.112096
81,133.762096
43,134.312704
81,136.962704
76,137.493027
81,140.143027
68,140.689617
81,143.339617
102,143.880084
100,144.446751
101,145.713418
103,146.530084
54,147.067764
81,149.717764
102,150.259623
100,150.492956
101,151.759623
103,152.909623
77,153.445683
81,156.095683
43,156.616869
81,159.266869
68,159.819412
81,162.469412
102,163.024868
100,163.341535
101,164.608201
103,165.674868
54,166.224861
81,168.874861
46,169.405679
81,172.055679
60,172.597703
81,175.247703
42,175.795200
81,178.445200
48,178.964356
81,181.614356
78,182.162601
81,184.812601
102,185.332663
100,185.849330
101,187.115997
103,187.982663
76,188.536923
81,191.186923
65,191.713248
81,194.363248
62,194.918441
81,197.568441
71,198.094390
81,200.744390
52,201.282472
81,203.932472
67,204.482398
81,207.132398
61,207.688566
81,210.338566
63,210.883461
81,213.533461
63,214.083516
81,216.733516
46,217.265855
81,219.915855
52,220.462550
81,223.112550
102,223.644602
100,224.394602
101,225.661269
103,226.294602
79,226.848463
81,229.498463
58,230.046070
81,232.696070
65,233.227913
81,235.877913
62,236.425948
81,239.075948
74,239.595275
81,242.245275
44,242.798945
81,245.448945
78,245.993337
81,248.643337
69,249.173091
81,251.823091
56,252.365636
81,255.015636
