trigger,start_s,end_s,allowed,match
29,137.139000,137.141000,1,1
81,139.791000,139.793000,1,1
23,140.441000,140.443000,1,1
81,143.094000,143.096000,1,1
29,143.744000,143.746000,1,1
81,146.396000,146.398000,1,1
32,147.055000,147.057000,1,1
150,147.098000,147.100000,1,NaN
81,NaN,NaN,1,MISSING
17,149.774000,149.776000,1,1
81,152.426000,152.428000,1,1
2,153.085000,153.087000,1,1
81,155.738000,155.740000,1,1
18,156.388000,156.390000,1,1
81,159.040000,159.042000,1,1
102,159.691000,159.693000,1,1
100,160.492000,160.493000,1,1
201,160.968000,160.970000,1,0
101,NaN,NaN,1,MISSING
103,162.343000,162.345000,1,1
4,162.994000,162.996000,1,1
81,165.646000,165.648000,1,1
27,166.296000,166.298000,1,1
81,168.949000,168.951000,1,1
102,169.599000,169.601000,1,1
100,170.116000,170.118000,1,1
101,NaN,NaN,1,MISSING
103,172.251000,172.253000,1,1
10,173.210000,173.212000,1,1
81,175.863000,175.865000,1,1
38,176.522000,176.524000,1,1
81,179.174000,179.176000,1,1
12,179.824000,179.826000,1,1
150,182.252000,182.254000,1,NaN
81,NaN,NaN,1,MISSING
8,184.929000,184.931000,1,1
81,187.581000,187.583000,1,1
4,188.231000,188.233000,1,1
81,190.884000,190.886000,1,1
102,191.534000,191.536000,1,1
100,192.602000,192.604000,1,1
101,NaN,NaN,1,MISSING
103,194.186000,194.188000,1,1
16,195.146000,195.147000,1,1
81,197.798000,197.800000,1,1
102,198.457000,198.459000,1,1
100,199.207000,199.209000,1,1
128,199.650000,199.651000,0,NaN
201,199.651000,199.652000,1,0
150,200.735000,200.737000,1,NaN
101,NaN,NaN,1,MISSING
103,NaN,NaN,1,MISSING
16,203.419000,203.421000,1,1
81,206.071000,206.073000,1,1
6,206.730000,206.732000,1,1
150,206.806000,206.808000,1,NaN
81,NaN,NaN,1,MISSING
25,209.483000,209.484000,1,1
81,212.135000,212.137000,1,1
20,212.785000,212.787000,1,1
81,215.437000,215.439000,1,1
22,216.088000,216.090000,1,1
81,218.740000,218.742000,1,1
5,219.382000,219.384000,1,1
81,222.035000,222.037000,1,1
36,222.685000,222.687000,1,1
81,225.337000,225.339000,1,1
34,225.996000,225.998000,1,1
81,228.649000,228.651000,1,1
14,229.307000,229.309000,1,1
81,231.960000,231.962000,1,1
30,232.610000,232.612000,1,1
81,235.262000,235.264000,1,1
38,235.913000,235.915000,1,1
150,238.374000,238.376000,1,NaN
81,NaN,NaN,1,MISSING
28,241.051000,241.053000,1,1
81,243.703000,243.705000,1,1
6,244.337000,244.339000,1,1
150,246.231000,246.233000,1,NaN
81,NaN,NaN,1,MISSING
30,248.907000,248.909000,1,1
81,251.559000,251.561000,1,1
11,252.218000,252.220000,1,1
81,254.870000,254.872000,1,1
25,255.529000,255.531000,1,1
81,258.182000,258.184000,1,1
15,258.832000,258.834000,1,1
81,261.484000,261.486000,1,1
26,262.135000,262.137000,1,1
150,262.895000,262.897000,1,NaN
81,NaN,NaN,1,MISSING
19,265.579000,265.581000,1,1
150,266.189000,266.191000,1,NaN
81,NaN,NaN,1,MISSING
11,268.874000,268.876000,1,1
81,271.526000,271.528000,1,1
37,272.185000,272.187000,1,1
150,273.395000,273.397000,1,NaN
81,NaN,NaN,1,MISSING
33,276.080000,276.082000,1,1
150,278.074000,278.076000,1,NaN
81,NaN,NaN,1,MISSING
102,280.759000,280.761000,1,1
100,281.226000,281.228000,1,1
201,281.686000,281.688000,1,0
150,282.686000,282.688000,1,NaN
101,NaN,NaN,1,MISSING
103,NaN,NaN,1,MISSING
24,285.371000,285.373000,1,1
150,286.264000,286.266000,1,NaN
81,NaN,NaN,1,MISSING
39,288.949000,288.951000,1,1
81,291.601000,291.603000,1,1
1,292.252000,292.254000,1,1
150,293.395000,293.397000,1,NaN
81,NaN,NaN,1,MISSING
13,296.080000,296.082000,1,1
81,298.732000,298.734000,1,1
27,299.374000,299.376000,1,1
81,302.027000,302.029000,1,1
36,302.686000,302.687000,1,1
150,303.462000,303.464000,1,NaN
81,NaN,NaN,1,MISSING
39,306.147000,306.149000,1,1
81,308.799000,308.801000,1,1
2,309.446000,309.448000,1,0
