trigger,start_s,end_s,allowed,match
81,200.035000,200.037000,1,1
24,200.686000,200.688000,1,1
81,203.338000,203.340000,1,1
18,203.989000,203.991000,1,1
81,206.641000,206.643000,1,1
28,207.291000,207.293000,1,1
81,209.944000,209.946000,1,1
20,210.602000,210.604000,1,1
81,213.255000,213.257000,1,1
2,213.914000,213.916000,1,1
81,216.566000,216.568000,1,1
18,217.225000,217.227000,1,1
81,219.877000,219.879000,1,1
31,220.536000,220.538000,1,1
81,223.188000,223.190000,1,1
40,223.839000,223.840000,1,1
81,226.491000,226.493000,1,1
19,227.150000,227.152000,1,1
81,229.802000,229.804000,1,1
30,230.452000,230.454000,1,1
81,233.105000,233.107000,1,1
102,233.763000,233.765000,1,1
100,234.547000,234.549000,1,1
101,NaN,NaN,1,MISSING
103,236.416000,236.418000,1,1
36,237.375000,237.377000,1,1
81,240.027000,240.029000,1,1
102,240.678000,240.680000,1,1
100,241.228000,241.230000,1,1
201,241.588000,241.590000,1,0
101,NaN,NaN,1,MISSING
103,243.330000,243.332000,1,1
15,243.989000,243.991000,1,1
81,246.699000,246.701000,1,1
32,247.350000,247.352000,1,1
81,250.002000,250.004000,1,1
12,250.653000,250.655000,1,1
81,253.305000,253.307000,1,1
1,253.964000,253.966000,1,1
81,256.616000,256.618000,1,1
6,257.266000,257.268000,1,1
81,259.919000,259.921000,1,1
102,260.803000,260.805000,1,1
100,261.503000,261.505000,1,1
101,NaN,NaN,1,MISSING
103,263.455000,263.457000,1,1
102,264.414000,264.416000,1,1
100,265.465000,265.467000,1,1
101,NaN,NaN,1,MISSING
103,267.066000,267.068000,1,1
3,268.025000,268.027000,1,1
81,270.678000,270.680000,1,1
25,271.328000,271.330000,1,1
81,273.980000,273.982000,1,1
13,274.639000,274.641000,1,1
81,277.292000,277.294000,1,1
29,277.942000,277.944000,1,1
81,280.594000,280.596000,1,1
33,281.253000,281.255000,1,1
81,283.905000,283.907000,1,1
1,284.556000,284.558000,1,1
81,287.208000,287.210000,1,1
27,287.859000,287.861000,1,1
81,290.511000,290.513000,1,1
