trigger,start_s,end_s,allowed,match
100,646.390000,646.392000,1,NaN
150,647.250000,647.252000,1,NaN
54,649.934000,649.936000,1,NaN
150,650.561000,650.563000,1,NaN
102,653.229000,653.231000,1,NaN
150,653.305000,653.307000,1,NaN
77,655.981000,655.983000,1,NaN
150,656.491000,656.493000,1,NaN
43,659.167000,659.169000,1,NaN
150,659.210000,659.212000,1,NaN
68,661.894000,661.896000,1,NaN
150,661.937000,661.939000,1,NaN
102,664.613000,664.615000,1,NaN
150,664.656000,664.658000,1,NaN
54,667.332000,667.334000,1,NaN
150,667.709000,667.711000,1,NaN
46,670.393000,670.395000,1,NaN
81,673.045000,673.047000,1,NaN
60,673.696000,673.698000,1,NaN
150,674.256000,674.258000,1,NaN
42,676.915000,676.917000,1,NaN
150,678.576000,678.578000,1,NaN
48,681.261000,681.263000,1,NaN
150,681.303000,681.305000,1,NaN
78,683.980000,683.982000,1,NaN
150,684.022000,684.024000,1,NaN
102,686.699000,686.701000,1,NaN
100,687.216000,687.218000,1,NaN
201,687.742000,687.744000,1,NaN
103,689.351000,689.353000,1,NaN
76,690.001000,690.003000,1,NaN
150,690.862000,690.864000,1,NaN
65,693.538000,693.540000,1,NaN
150,695.132000,695.134000,1,NaN
62,697.808000,697.810000,1,NaN
150,698.201000,698.203000,1,NaN
71,700.885000,700.887000,1,NaN
81,703.538000,703.540000,1,NaN
52,704.197000,704.199000,1,NaN
150,705.190000,705.192000,1,NaN
67,707.875000,707.877000,1,NaN
81,710.527000,710.529000,1,NaN
61,711.177000,711.179000,1,NaN
150,711.504000,711.506000,1,NaN
63,714.180000,714.182000,1,NaN
81,716.832000,716.834000,1,NaN
63,717.483000,717.485000,1,NaN
81,720.135000,720.137000,1,NaN
46,720.794000,720.796000,1,NaN
81,723.446000,723.448000,1,NaN
52,724.105000,724.107000,1,NaN
81,726.757000,726.759000,1,NaN
102,727.416000,727.418000,1,NaN
100,728.167000,728.169000,1,NaN
201,728.710000,728.712000,1,NaN
103,730.068000,730.070000,1,NaN
79,730.719000,730.721000,1,NaN
81,733.371000,733.373000,1,NaN
58,734.021000,734.023000,1,NaN
150,736.149000,736.151000,1,NaN
65,738.834000,738.836000,1,NaN
81,741.486000,741.488000,1,NaN
62,742.145000,742.147000,1,NaN
81,744.797000,744.799000,1,NaN
74,745.448000,745.450000,1,NaN
150,746.875000,746.877000,1,NaN
44,749.551000,749.553000,1,NaN
150,750.361000,750.363000,1,NaN
78,753.037000,753.039000,1,NaN
150,754.398000,754.400000,1,NaN
69,757.082000,757.084000,1,NaN
150,757.125000,757.127000,1,NaN
56,759.801000,759.803000,1,NaN
81,762.454000,762.456000,1,NaN
66,763.105000,763.107000,1,NaN
150,764.273000,764.275000,1,NaN
60,766.946000,766.948000,1,NaN
150,768.735000,768.737000,1,NaN
66,771.405000,771.407000,1,NaN
150,771.537000,771.539000,1,NaN
59,774.206000,774.208000,1,NaN
150,775.674000,775.676000,1,NaN
51,778.347000,778.349000,1,NaN
150,779.469000,779.471000,1,NaN
61,782.142000,782.144000,1,NaN
150,783.497000,783.499000,1,NaN
102,786.174000,786.176000,1,NaN
100,786.699000,786.701000,1,NaN
150,786.875000,786.877000,1,NaN
102,789.550000,789.552000,1,NaN
100,790.227000,790.229000,1,NaN
201,790.737000,790.739000,1,NaN
150,791.087000,791.089000,1,NaN
80,793.758000,793.760000,1,NaN
150,795.107000,795.109000,1,NaN
51,797.779000,797.781000,1,NaN
150,798.810000,798.812000,1,NaN
56,801.485000,801.487000,1,NaN
150,801.638000,801.640000,1,NaN
79,804.311000,804.313000,1,NaN
150,806.100000,806.102000,1,NaN
102,808.770000,808.772000,1,NaN
150,808.819000,808.821000,1,NaN
73,811.491000,811.493000,1,NaN
150,812.647000,812.649000,1,NaN
75,815.313000,815.315000,1,NaN
150,816.817000,816.819000,1,NaN
43,819.486000,819.488000,1,NaN
150,820.487000,820.489000,1,NaN
76,823.160000,823.162000,1,NaN
150,825.783000,825.785000,1,NaN
68,828.455000,828.457000,1,NaN
150,829.311000,829.313000,1,NaN
102,831.985000,831.987000,1,NaN
100,832.562000,832.564000,1,NaN
150,833.589000,833.591000,1,NaN
54,836.261000,836.263000,1,NaN
81,838.918000,838.920000,1,NaN
102,839.565000,839.567000,1,NaN
100,839.810000,839.812000,1,NaN
201,840.337000,840.339000,1,NaN
150,840.887000,840.889000,1,NaN
77,843.561000,843.563000,1,NaN
150,844.115000,844.117000,1,NaN
43,846.787000,846.789000,1,NaN
81,849.451000,849.453000,1,NaN
68,850.102000,850.104000,1,NaN
150,852.405000,852.407000,1,NaN
102,855.081000,855.083000,1,NaN
150,855.132000,855.134000,1,NaN
54,857.807000,857.809000,1,NaN
150,858.344000,858.346000,1,NaN
60,861.014000,861.016000,1,NaN
150,862.864000,862.866000,1,NaN
42,865.535000,865.537000,1,NaN
150,865.600000,865.602000,1,NaN
48,868.268000,868.270000,1,NaN
150,869.770000,869.772000,1,NaN
78,872.444000,872.446000,1,NaN
150,872.997000,872.999000,1,NaN
76,875.670000,875.672000,1,NaN
150,876.475000,876.477000,1,NaN
65,879.144000,879.146000,1,NaN
150,879.678000,879.680000,1,NaN
62,882.357000,882.359000,1,NaN
81,885.015000,885.017000,1,NaN
52,885.659000,885.661000,1,NaN
81,888.317000,888.319000,1,NaN
61,888.965000,888.967000,1,NaN
150,889.970000,889.972000,1,NaN
58,892.644000,892.646000,1,NaN
81,895.306000,895.308000,1,NaN
74,895.958000,895.960000,1,NaN
150,898.544000,898.546000,1,NaN
44,901.216000,901.218000,1,NaN
150,901.788000,901.790000,1,NaN
78,904.459000,904.461000,1,NaN
150,904.507000,904.509000,1,NaN
69,907.179000,907.181000,1,NaN
81,909.844000,909.846000,1,NaN
