run,block,trigger,start_s,end_s,allowed,match
2,2,24,379.995000,379.997000,1,0
2,2,150,380.561000,380.563000,1,NaN
2,2,1,383.232000,383.234000,1,0
2,2,150,385.706000,385.708000,1,NaN
2,2,36,388.376000,388.378000,1,0
2,2,150,390.694000,390.696000,1,NaN
2,2,53,484.371000,484.373000,1,0
2,2,44,NaN,NaN,1,MISSING
2,2,81,487.023000,487.025000,1,1
2,2,66,487.682000,487.684000,1,0
2,2,150,488.042000,488.044000,1,NaN
2,2,69,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,80,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,55,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,74,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,64,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,73,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,75,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,73,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,43,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,76,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,68,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,102,NaN,NaN,1,MISSING
2,2,100,NaN,NaN,1,MISSING
2,2,101,NaN,NaN,1,MISSING
2,2,103,NaN,NaN,1,MISSING
2,2,54,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,102,NaN,NaN,1,MISSING
2,2,100,NaN,NaN,1,MISSING
2,2,101,NaN,NaN,1,MISSING
2,2,103,NaN,NaN,1,MISSING
2,2,77,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,43,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,68,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,102,NaN,NaN,1,MISSING
2,2,100,NaN,NaN,1,MISSING
2,2,101,NaN,NaN,1,MISSING
2,2,103,NaN,NaN,1,MISSING
2,2,54,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,46,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,60,490.726000,490.728000,1,1
2,2,150,492.904000,492.906000,1,NaN
2,2,66,495.589000,495.591000,1,0
2,2,150,497.817000,497.819000,1,NaN
2,2,59,500.501000,500.503000,1,0
2,2,150,502.312000,502.314000,1,NaN
2,2,70,504.988000,504.990000,1,0
2,2,81,507.640000,507.642000,1,1
2,2,42,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,48,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,78,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,102,508.299000,508.301000,1,1
2,2,100,509.100000,509.102000,1,1
2,2,101,NaN,NaN,1,MISSING
2,2,103,510.951000,510.953000,1,1
2,2,51,511.911000,511.913000,1,0
2,2,150,512.287000,512.289000,1,NaN
2,2,76,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,65,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,62,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,71,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,52,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,67,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,61,514.963000,514.965000,1,1
2,2,150,517.224000,517.226000,1,NaN
2,2,42,519.901000,519.903000,1,0
2,2,81,522.553000,522.555000,1,1
2,2,63,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,63,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,46,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,52,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,102,523.203000,523.205000,1,1
2,2,100,523.720000,523.722000,1,1
2,2,201,524.180000,524.182000,1,0
2,2,150,525.348000,525.350000,1,NaN
2,2,102,528.024000,528.026000,1,0
2,2,100,528.691000,528.693000,1,0
2,2,201,529.068000,529.070000,1,0
2,2,150,530.203000,530.205000,1,NaN
2,2,80,532.886000,532.888000,1,0
2,2,150,534.964000,534.966000,1,NaN
2,2,57,537.649000,537.651000,1,0
2,2,101,NaN,NaN,1,MISSING
2,2,103,NaN,NaN,1,MISSING
2,2,79,NaN,NaN,1,MISSING
2,2,81,540.301000,540.303000,1,1
2,2,75,540.952000,540.954000,1,0
2,2,58,NaN,NaN,1,MISSING
2,2,81,543.604000,543.606000,1,1
2,2,51,544.263000,544.265000,1,0
2,2,150,545.256000,545.258000,1,NaN
2,2,65,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,62,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,74,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,44,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,78,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,69,NaN,NaN,1,MISSING
2,2,81,NaN,NaN,1,MISSING
2,2,56,547.932000,547.934000,1,1
2,2,150,547.975000,547.977000,1,NaN
2,2,102,550.660000,550.662000,1,0
2,2,100,551.127000,551.129000,1,0
2,2,201,551.520000,551.522000,1,0
2,2,103,553.312000,553.314000,1,0
2,2,79,553.971000,553.973000,1,0
2,2,150,556.482000,556.484000,1,NaN
2,2,41,559.167000,559.169000,1,0
2,2,81,561.819000,561.821000,1,1
2,2,67,562.470000,562.472000,1,NaN
2,2,81,565.122000,565.124000,1,NaN
2,2,55,565.772000,565.774000,1,NaN
2,2,81,568.425000,568.427000,1,NaN
2,2,70,569.083000,569.085000,1,NaN
2,2,81,571.736000,571.738000,1,NaN
2,2,72,572.386000,572.388000,1,NaN
2,2,81,575.038000,575.040000,1,NaN
2,2,45,575.697000,575.699000,1,NaN
2,2,81,578.350000,578.352000,1,NaN
2,2,59,579.000000,579.002000,1,NaN
2,2,81,581.652000,581.654000,1,NaN
2,2,49,582.303000,582.305000,1,NaN
2,2,81,584.955000,584.957000,1,NaN
2,2,57,585.606000,585.608000,1,NaN
2,2,81,588.258000,588.260000,1,NaN
2,2,72,588.917000,588.919000,1,NaN
2,2,81,591.569000,591.571000,1,NaN
2,2,50,592.219000,592.221000,1,NaN
2,2,81,594.872000,594.874000,1,NaN
2,2,58,595.522000,595.524000,1,NaN
2,2,81,598.174000,598.176000,1,NaN
2,2,41,598.825000,598.827000,1,NaN
2,2,81,601.477000,601.479000,1,NaN
2,2,102,602.136000,602.138000,1,NaN
2,2,150,602.512000,602.514000,1,NaN
2,2,44,605.197000,605.199000,1,NaN
2,2,81,607.849000,607.851000,1,NaN
2,2,69,608.508000,608.510000,1,NaN
2,2,81,611.160000,611.162000,1,NaN
2,2,80,611.811000,611.813000,1,NaN
2,2,81,614.463000,614.465000,1,NaN
2,2,55,615.114000,615.116000,1,NaN
2,2,81,617.766000,617.768000,1,NaN
2,2,74,618.416000,618.418000,1,NaN
2,2,81,621.069000,621.071000,1,NaN
2,2,64,621.719000,621.721000,1,NaN
2,2,81,624.371000,624.373000,1,NaN
2,2,73,625.022000,625.024000,1,NaN
2,2,150,625.165000,625.167000,1,NaN
2,2,75,627.841000,627.843000,1,NaN
2,2,150,628.334000,628.336000,1,NaN
2,2,73,631.010000,631.012000,1,NaN
2,2,81,633.662000,633.664000,1,NaN
2,2,43,634.313000,634.315000,1,NaN
2,2,150,635.006000,635.008000,1,NaN
2,2,76,637.691000,637.693000,1,NaN
2,2,150,639.385000,639.387000,1,NaN
2,2,68,642.061000,642.063000,1,NaN
2,2,150,643.138000,643.140000,1,NaN
2,2,102,645.823000,645.825000,1,NaN
2,2,100,646.390000,646.392000,1,NaN
2,2,150,647.250000,647.252000,1,NaN
2,2,54,649.934000,649.936000,1,NaN
2,2,150,650.561000,650.563000,1,NaN
2,2,102,653.229000,653.231000,1,NaN
2,2,150,653.305000,653.307000,1,NaN
2,2,77,655.981000,655.983000,1,NaN
2,2,150,656.491000,656.493000,1,NaN
2,2,43,659.167000,659.169000,1,NaN
2,2,150,659.210000,659.212000,1,NaN
2,2,68,661.894000,661.896000,1,NaN
2,2,150,661.937000,661.939000,1,NaN
2,2,102,664.613000,664.615000,1,NaN
2,2,150,664.656000,664.658000,1,NaN
2,2,54,667.332000,667.334000,1,NaN
2,2,150,667.709000,667.711000,1,NaN
2,2,46,670.393000,670.395000,1,NaN
2,2,81,673.045000,673.047000,1,NaN
2,2,60,673.696000,673.698000,1,NaN
2,2,150,674.256000,674.258000,1,NaN
2,2,42,676.915000,676.917000,1,NaN
2,2,150,678.576000,678.578000,1,NaN
2,2,48,681.261000,681.263000,1,NaN
2,2,150,681.303000,681.305000,1,NaN
2,2,78,683.980000,683.982000,1,NaN
2,2,150,684.022000,684.024000,1,NaN
2,2,102,686.699000,686.701000,1,NaN
2,2,100,687.216000,687.218000,1,NaN
2,2,201,687.742000,687.744000,1,NaN
2,2,103,689.351000,689.353000,1,NaN
2,2,76,690.001000,690.003000,1,NaN
2,2,150,690.862000,690.864000,1,NaN
2,2,65,693.538000,693.540000,1,NaN
2,2,150,695.132000,695.134000,1,NaN
2,2,62,697.808000,697.810000,1,NaN
2,2,150,698.201000,698.203000,1,NaN
2,2,71,700.885000,700.887000,1,NaN
2,2,81,703.538000,703.540000,1,NaN
2,2,52,704.197000,704.199000,1,NaN
2,2,150,705.190000,705.192000,1,NaN
2,2,67,707.875000,707.877000,1,NaN
2,2,81,710.527000,710.529000,1,NaN
2,2,61,711.177000,711.179000,1,NaN
2,2,150,711.504000,711.506000,1,NaN
2,2,63,714.180000,714.182000,1,NaN
2,2,81,716.832000,716.834000,1,NaN
2,2,63,717.483000,717.485000,1,NaN
2,2,81,720.135000,720.137000,1,NaN
2,2,46,720.794000,720.796000,1,NaN
2,2,81,723.446000,723.448000,1,NaN
2,2,52,724.105000,724.107000,1,NaN
2,2,81,726.757000,726.759000,1,NaN
2,2,102,727.416000,727.418000,1,NaN
2,2,100,728.167000,728.169000,1,NaN
2,2,201,728.710000,728.712000,1,NaN
2,2,103,730.068000,730.070000,1,NaN
2,2,79,730.719000,730.721000,1,NaN
2,2,81,733.371000,733.373000,1,NaN
2,2,58,734.021000,734.023000,1,NaN
2,2,150,736.149000,736.151000,1,NaN
2,2,65,738.834000,738.836000,1,NaN
2,2,81,741.486000,741.488000,1,NaN
2,2,62,742.145000,742.147000,1,NaN
2,2,81,744.797000,744.799000,1,NaN
2,2,74,745.448000,745.450000,1,NaN
2,2,150,746.875000,746.877000,1,NaN
2,2,44,749.551000,749.553000,1,NaN
2,2,150,750.361000,750.363000,1,NaN
2,2,78,753.037000,753.039000,1,NaN
2,2,150,754.398000,754.400000,1,NaN
2,2,69,757.082000,757.084000,1,NaN
2,2,150,757.125000,757.127000,1,NaN
2,2,56,759.801000,759.803000,1,NaN
2,2,81,762.454000,762.456000,1,NaN
2,2,66,763.105000,763.107000,1,NaN
2,2,150,764.273000,764.275000,1,NaN
2,2,60,766.946000,766.948000,1,NaN
2,2,150,768.735000,768.737000,1,NaN
2,2,66,771.405000,771.407000,1,NaN
2,2,150,771.537000,771.539000,1,NaN
2,2,59,774.206000,774.208000,1,NaN
2,2,150,775.674000,775.676000,1,NaN
2,2,51,778.347000,778.349000,1,NaN
2,2,150,779.469000,779.471000,1,NaN
2,2,61,782.142000,782.144000,1,NaN
2,2,150,783.497000,783.499000,1,NaN
2,2,102,786.174000,786.176000,1,NaN
2,2,100,786.699000,786.701000,1,NaN
2,2,150,786.875000,786.877000,1,NaN
2,2,102,789.550000,789.552000,1,NaN
2,2,100,790.227000,790.229000,1,NaN
2,2,201,790.737000,790.739000,1,NaN
2,2,150,791.087000,791.089000,1,NaN
2,2,80,793.758000,793.760000,1,NaN
2,2,150,795.107000,795.109000,1,NaN
2,2,51,797.779000,797.781000,1,NaN
2,2,150,798.810000,798.812000,1,NaN
2,2,56,801.485000,801.487000,1,NaN
2,2,150,801.638000,801.640000,1,NaN
2,2,79,804.311000,804.313000,1,NaN
2,2,150,806.100000,806.102000,1,NaN
2,2,102,808.770000,808.772000,1,NaN
2,2,150,808.819000,808.821000,1,NaN
2,2,73,811.491000,811.493000,1,NaN
2,2,150,812.647000,812.649000,1,NaN
2,2,75,815.313000,815.315000,1,NaN
2,2,150,816.817000,816.819000,1,NaN
2,2,43,819.486000,819.488000,1,NaN
2,2,150,820.487000,820.489000,1,NaN
2,2,76,823.160000,823.162000,1,NaN
2,2,150,825.783000,825.785000,1,NaN
2,2,68,828.455000,828.457000,1,NaN
2,2,150,829.311000,829.313000,1,NaN
2,2,102,831.985000,831.987000,1,NaN
2,2,100,832.562000,832.564000,1,NaN
2,2,150,833.589000,833.591000,1,NaN
2,2,54,836.261000,836.263000,1,NaN
2,2,81,838.918000,838.920000,1,NaN
2,2,102,839.565000,839.567000,1,NaN
2,2,100,839.810000,839.812000,1,NaN
2,2,201,840.337000,840.339000,1,NaN
2,2,150,840.887000,840.889000,1,NaN
2,2,77,843.561000,843.563000,1,NaN
2,2,150,844.115000,844.117000,1,NaN
2,2,43,846.787000,846.789000,1,NaN
2,2,81,849.451000,849.453000,1,NaN
2,2,68,850.102000,850.104000,1,NaN
2,2,150,852.405000,852.407000,1,NaN
2,2,102,855.081000,855.083000,1,NaN
2,2,150,855.132000,855.134000,1,NaN
2,2,54,857.807000,857.809000,1,NaN
2,2,150,858.344000,858.346000,1,NaN
2,2,60,861.014000,861.016000,1,NaN
2,2,150,862.864000,862.866000,1,NaN
2,2,42,865.535000,865.537000,1,NaN
2,2,150,865.600000,865.602000,1,NaN
2,2,48,868.268000,868.270000,1,NaN
2,2,150,869.770000,869.772000,1,NaN
2,2,78,872.444000,872.446000,1,NaN
2,2,150,872.997000,872.999000,1,NaN
2,2,76,875.670000,875.672000,1,NaN
2,2,150,876.475000,876.477000,1,NaN
2,2,65,879.144000,879.146000,1,NaN
2,2,150,879.678000,879.680000,1,NaN
2,2,62,882.357000,882.359000,1,NaN
2,2,81,885.015000,885.017000,1,NaN
2,2,52,885.659000,885.661000,1,NaN
2,2,81,888.317000,888.319000,1,NaN
2,2,61,888.965000,888.967000,1,NaN
2,2,150,889.970000,889.972000,1,NaN
2,2,58,892.644000,892.646000,1,NaN
2,2,81,895.306000,895.308000,1,NaN
2,2,74,895.958000,895.960000,1,NaN
2,2,150,898.544000,898.546000,1,NaN
2,2,44,901.216000,901.218000,1,NaN
2,2,150,901.788000,901.790000,1,NaN
2,2,78,904.459000,904.461000,1,NaN
2,2,150,904.507000,904.509000,1,NaN
2,2,69,907.179000,907.181000,1,NaN
2,2,81,909.844000,909.846000,1,NaN
3,1,22,24.430000,24.432000,1,1
3,1,81,27.082000,27.084000,1,1
3,1,15,27.741000,27.743000,1,1
3,1,81,30.393000,30.395000,1,1
3,1,7,31.052000,31.054000,1,1
3,1,81,33.704000,33.706000,1,1
3,1,22,34.372000,34.374000,1,1
3,1,81,37.024000,37.026000,1,1
3,1,6,37.699000,37.701000,1,1
3,1,81,40.352000,40.354000,1,1
3,1,5,41.002000,41.004000,1,1
3,1,81,43.654000,43.656000,1,1
3,1,29,44.313000,44.315000,1,1
3,1,81,46.965000,46.967000,1,1
3,1,26,47.616000,47.618000,1,1
3,1,81,50.268000,50.270000,1,1
3,1,7,50.927000,50.929000,1,1
3,1,81,53.579000,53.581000,1,1
3,1,17,54.230000,54.232000,1,1
3,1,81,56.882000,56.884000,1,1
3,1,30,57.541000,57.543000,1,1
3,1,81,60.193000,60.195000,1,1
3,1,9,60.852000,60.854000,1,1
3,1,81,63.504000,63.506000,1,1
3,1,11,64.155000,64.157000,1,1
3,1,81,66.807000,66.809000,1,1
3,1,24,67.458000,67.460000,1,1
3,1,81,70.110000,70.112000,1,1
3,1,34,70.769000,70.771000,1,1
3,1,81,73.421000,73.423000,1,1
3,1,23,74.071000,74.073000,1,1
3,1,81,76.724000,76.726000,1,1
3,1,13,77.383000,77.385000,1,1
3,1,81,80.035000,80.037000,1,1
3,1,23,80.685000,80.687000,1,1
3,1,81,83.338000,83.340000,1,1
3,1,5,83.996000,83.998000,1,1
3,1,81,86.649000,86.651000,1,1
3,1,16,87.299000,87.301000,1,1
3,1,81,89.951000,89.953000,1,1
3,1,102,90.610000,90.612000,1,1
3,1,100,90.911000,90.913000,1,1
3,1,101,NaN,NaN,1,MISSING
3,1,103,93.263000,93.265000,1,1
3,1,11,94.222000,94.224000,1,1
3,1,81,96.874000,96.876000,1,1
3,1,21,97.524000,97.526000,1,1
3,1,81,100.177000,100.179000,1,1
3,1,39,100.836000,100.838000,1,1
3,1,81,103.488000,103.490000,1,1
3,1,16,104.138000,104.140000,1,1
3,1,81,106.791000,106.793000,1,1
3,1,32,107.449000,107.451000,1,1
3,1,81,110.102000,110.104000,1,1
3,1,14,110.761000,110.763000,1,1
3,1,81,113.413000,113.415000,1,1
3,1,20,114.072000,114.074000,1,1
3,1,81,116.724000,116.726000,1,1
3,1,19,117.383000,117.385000,1,1
3,1,81,120.035000,120.037000,1,1
3,1,17,120.694000,120.696000,1,1
3,1,81,123.346000,123.348000,1,1
3,1,4,123.997000,123.999000,1,1
3,1,81,126.649000,126.651000,1,1
3,1,102,127.299000,127.301000,1,1
3,1,100,128.217000,128.219000,1,1
3,1,101,NaN,NaN,1,MISSING
3,1,103,129.952000,129.954000,1,1
3,1,102,130.902000,130.904000,1,1
3,1,100,131.136000,131.138000,1,1
3,1,101,NaN,NaN,1,MISSING
3,1,103,133.555000,133.557000,1,1
3,1,10,134.505000,134.507000,1,1
3,1,81,137.158000,137.160000,1,1
3,1,9,137.817000,137.818000,1,1
3,1,81,140.469000,140.471000,1,1
3,1,2,141.128000,141.130000,1,1
3,1,81,143.780000,143.782000,1,1
3,1,36,144.439000,144.441000,1,1
3,1,81,147.091000,147.093000,1,1
3,1,12,147.750000,147.752000,1,1
3,1,81,150.402000,150.404000,1,1
3,1,33,151.061000,151.063000,1,1
3,1,81,153.713000,153.715000,1,1
3,1,37,154.364000,154.366000,1,1
3,1,81,157.016000,157.018000,1,1
3,1,40,157.675000,157.677000,1,1
3,1,81,160.327000,160.329000,1,1
3,1,4,160.986000,160.988000,1,1
3,1,81,163.638000,163.640000,1,1
3,1,102,164.289000,164.291000,1,1
3,1,100,164.973000,164.975000,1,1
3,1,201,165.400000,165.402000,1,0
3,1,101,NaN,NaN,1,MISSING
3,1,103,166.941000,166.943000,1,1
3,1,26,167.608000,167.610000,1,1
3,1,81,170.260000,170.262000,1,1
3,1,35,170.928000,170.930000,1,1
3,1,81,173.588000,173.590000,1,1
3,1,102,174.247000,174.249000,1,1
3,1,100,174.581000,174.583000,1,1
3,1,201,174.941000,174.943000,1,0
3,1,101,NaN,NaN,1,MISSING
3,1,103,176.908000,176.910000,1,1
3,1,102,177.566000,177.568000,1,1
3,1,100,178.384000,178.386000,1,1
3,1,201,178.861000,178.863000,1,0
3,1,101,NaN,NaN,1,MISSING
3,1,103,180.219000,180.221000,1,1
3,1,38,180.869000,180.871000,1,1
3,1,81,183.521000,183.523000,1,1
3,1,8,184.172000,184.174000,1,1
3,1,81,186.824000,186.826000,1,1
3,1,25,187.475000,187.477000,1,1
3,1,81,190.127000,190.129000,1,1
3,1,27,190.778000,190.779000,1,1
3,1,81,193.430000,193.432000,1,1
3,1,28,194.080000,194.082000,1,1
3,1,81,196.732000,196.734000,1,1
3,1,37,197.383000,197.385000,1,1
3,1,81,200.035000,200.037000,1,1
3,1,24,200.686000,200.688000,1,1
3,1,81,203.338000,203.340000,1,1
3,1,18,203.989000,203.991000,1,1
3,1,81,206.641000,206.643000,1,1
3,1,28,207.291000,207.293000,1,1
3,1,81,209.944000,209.946000,1,1
3,1,20,210.602000,210.604000,1,1
3,1,81,213.255000,213.257000,1,1
3,1,2,213.914000,213.916000,1,1
3,1,81,216.566000,216.568000,1,1
3,1,18,217.225000,217.227000,1,1
3,1,81,219.877000,219.879000,1,1
3,1,31,220.536000,220.538000,1,1
3,1,81,223.188000,223.190000,1,1
3,1,40,223.839000,223.840000,1,1
3,1,81,226.491000,226.493000,1,1
3,1,19,227.150000,227.152000,1,1
3,1,81,229.802000,229.804000,1,1
3,1,30,230.452000,230.454000,1,1
3,1,81,233.105000,233.107000,1,1
3,1,102,233.763000,233.765000,1,1
3,1,100,234.547000,234.549000,1,1
3,1,101,NaN,NaN,1,MISSING
3,1,103,236.416000,236.418000,1,1
3,1,36,237.375000,237.377000,1,1
3,1,81,240.027000,240.029000,1,1
3,1,102,240.678000,240.680000,1,1
3,1,100,241.228000,241.230000,1,1
3,1,201,241.588000,241.590000,1,0
3,1,101,NaN,NaN,1,MISSING
3,1,103,243.330000,243.332000,1,1
3,1,15,243.989000,243.991000,1,1
3,1,81,246.699000,246.701000,1,1
3,1,32,247.350000,247.352000,1,1
3,1,81,250.002000,250.004000,1,1
3,1,12,250.653000,250.655000,1,1
3,1,81,253.305000,253.307000,1,1
3,1,1,253.964000,253.966000,1,1
3,1,81,256.616000,256.618000,1,1
3,1,6,257.266000,257.268000,1,1
3,1,81,259.919000,259.921000,1,1
3,1,102,260.803000,260.805000,1,1
3,1,100,261.503000,261.505000,1,1
3,1,101,NaN,NaN,1,MISSING
3,1,103,263.455000,263.457000,1,1
3,1,102,264.414000,264.416000,1,1
3,1,100,265.465000,265.467000,1,1
3,1,101,NaN,NaN,1,MISSING
3,1,103,267.066000,267.068000,1,1
3,1,3,268.025000,268.027000,1,1
3,1,81,270.678000,270.680000,1,1
3,1,25,271.328000,271.330000,1,1
3,1,81,273.980000,273.982000,1,1
3,1,13,274.639000,274.641000,1,1
3,1,81,277.292000,277.294000,1,1
3,1,29,277.942000,277.944000,1,1
3,1,81,280.594000,280.596000,1,1
3,1,33,281.253000,281.255000,1,1
3,1,81,283.905000,283.907000,1,1
3,1,1,284.556000,284.558000,1,1
3,1,81,287.208000,287.210000,1,1
3,1,27,287.859000,287.861000,1,1
3,1,81,290.511000,290.513000,1,1
3,2,62,339.193000,339.195000,1,1
3,2,81,341.846000,341.848000,1,1
3,2,79,342.504000,342.506000,1,1
3,2,81,345.157000,345.159000,1,1
3,2,102,345.816000,345.818000,1,1
3,2,100,346.149000,346.151000,1,1
3,2,101,NaN,NaN,1,MISSING
3,2,103,348.468000,348.470000,1,1
3,2,78,349.427000,349.429000,1,1
3,2,81,352.079000,352.081000,1,1
3,2,76,352.738000,352.740000,1,1
3,2,81,355.390000,355.392000,1,1
3,2,46,356.049000,356.051000,1,1
3,2,81,358.701000,358.703000,1,1
3,2,71,359.360000,359.362000,1,1
3,2,81,362.012000,362.014000,1,1
3,2,53,362.663000,362.665000,1,1
3,2,81,365.315000,365.317000,1,1
3,2,53,365.974000,365.976000,1,1
3,2,81,368.626000,368.628000,1,1
3,2,48,369.285000,369.287000,1,1
3,2,81,371.937000,371.939000,1,1
3,2,54,372.596000,372.598000,1,1
3,2,81,375.249000,375.251000,1,1
3,2,70,375.899000,375.901000,1,1
3,2,81,378.551000,378.553000,1,1
3,2,77,379.202000,379.204000,1,1
3,2,81,381.854000,381.856000,1,1
3,2,68,382.505000,382.507000,1,1
3,2,81,385.157000,385.159000,1,1
3,2,66,385.807000,385.809000,1,1
3,2,81,388.460000,388.462000,1,1
3,2,75,389.119000,389.120000,1,1
3,2,81,391.771000,391.773000,1,1
3,2,102,392.596000,392.598000,1,1
3,2,100,392.897000,392.899000,1,1
3,2,201,393.341000,393.343000,1,0
3,2,101,NaN,NaN,1,MISSING
3,2,103,395.249000,395.251000,1,1
3,2,41,395.899000,395.901000,1,1
3,2,81,398.551000,398.553000,1,1
3,2,102,399.210000,399.212000,1,1
3,2,100,399.911000,399.913000,1,1
3,2,201,400.371000,400.373000,1,0
3,2,101,NaN,NaN,1,MISSING
3,2,103,401.863000,401.864000,1,1
3,2,59,402.521000,402.523000,1,1
3,2,81,405.174000,405.176000,1,1
3,2,43,405.824000,405.826000,1,1
3,2,81,408.476000,408.478000,1,1
3,2,42,409.127000,409.129000,1,1
3,2,81,411.779000,411.781000,1,1
3,2,55,412.430000,412.432000,1,1
3,2,81,415.082000,415.084000,1,1
3,2,44,415.741000,415.743000,1,1
3,2,81,418.393000,418.395000,1,1
3,2,60,419.052000,419.054000,1,1
3,2,81,421.704000,421.706000,1,1
3,2,56,422.363000,422.365000,1,1
3,2,81,425.015000,425.017000,1,1
3,2,67,425.674000,425.676000,1,1
3,2,81,428.326000,428.328000,1,1
3,2,74,428.977000,428.979000,1,1
3,2,81,431.629000,431.631000,1,1
3,2,70,432.280000,432.282000,1,1
3,2,81,434.932000,434.934000,1,1
3,2,51,435.582000,435.584000,1,1
3,2,81,438.235000,438.237000,1,1
3,2,52,438.894000,438.895000,1,1
3,2,81,441.546000,441.548000,1,1
3,2,41,442.196000,442.198000,1,1
3,2,81,444.848000,444.850000,1,1
3,2,58,445.507000,445.509000,1,1
3,2,81,448.160000,448.162000,1,1
3,2,69,448.818000,448.820000,1,1
3,2,81,451.471000,451.473000,1,1
3,2,49,452.130000,452.132000,1,1
3,2,81,454.782000,454.784000,1,1
3,2,55,455.432000,455.434000,1,1
3,2,81,458.085000,458.087000,1,1
3,2,72,458.735000,458.737000,1,1
3,2,81,461.387000,461.389000,1,1
3,2,65,462.046000,462.048000,1,1
3,2,81,464.698000,464.700000,1,1
3,2,69,465.357000,465.359000,1,1
3,2,81,468.010000,468.012000,1,1
3,2,51,468.660000,468.662000,1,1
3,2,81,471.312000,471.314000,1,1
3,2,66,471.971000,471.973000,1,1
3,2,81,474.623000,474.625000,1,1
3,2,102,475.282000,475.284000,1,1
3,2,100,475.966000,475.968000,1,1
3,2,201,476.309000,476.311000,1,0
3,2,201,476.977000,476.979000,1,0
3,2,101,NaN,NaN,1,MISSING
3,2,103,477.935000,477.937000,1,1
3,2,52,478.602000,478.604000,1,1
3,2,81,481.254000,481.256000,1,1
3,2,45,481.921000,481.923000,1,1
3,2,81,484.582000,484.584000,1,1
3,2,62,485.232000,485.234000,1,1
3,2,81,487.885000,487.886000,1,1
3,2,64,488.535000,488.537000,1,1
3,2,81,491.187000,491.189000,1,1
3,2,64,491.838000,491.840000,1,1
3,2,81,494.490000,494.492000,1,1
3,2,102,495.149000,495.151000,1,1
3,2,100,496.200000,496.202000,1,1
3,2,101,NaN,NaN,1,MISSING
3,2,103,497.801000,497.803000,1,1
3,2,47,498.760000,498.762000,1,1
3,2,81,501.413000,501.414000,1,1
3,2,80,502.063000,502.065000,1,1
3,2,81,504.715000,504.717000,1,1
3,2,44,505.366000,505.368000,1,1
3,2,81,508.018000,508.020000,1,1
3,2,102,508.669000,508.671000,1,1
3,2,100,509.453000,509.455000,1,1
3,2,101,NaN,NaN,1,MISSING
3,2,103,511.321000,511.323000,1,1
3,2,65,512.280000,512.282000,1,1
3,2,81,514.932000,514.934000,1,1
3,2,102,515.583000,515.585000,1,1
3,2,100,516.400000,516.402000,1,1
3,2,101,NaN,NaN,1,MISSING
3,2,103,518.235000,518.237000,1,1
3,2,56,519.194000,519.196000,1,1
3,2,81,521.846000,521.848000,1,1
3,2,102,522.497000,522.499000,1,1
3,2,100,522.730000,522.732000,1,1
3,2,201,523.091000,523.093000,1,0
3,2,101,NaN,NaN,1,MISSING
