trigger,start_s,end_s,allowed,match
100,402.399000,402.401000,1,1
201,402.842000,402.844000,1,0
101,NaN,NaN,1,MISSING
103,404.384000,404.386000,1,1
44,405.043000,405.045000,1,1
81,407.695000,407.697000,1,1
65,408.346000,408.348000,1,1
81,410.998000,411.000000,1,1
52,411.640000,411.642000,1,1
81,414.292000,414.294000,1,1
72,414.960000,414.962000,1,1
81,417.612000,417.614000,1,1
102,418.271000,418.273000,1,1
100,419.021000,419.023000,1,1
201,419.415000,419.417000,1,0
101,NaN,NaN,1,MISSING
103,420.923000,420.925000,1,1
76,421.574000,421.576000,1,1
81,424.226000,424.228000,1,1
41,424.876000,424.878000,1,1
81,427.529000,427.531000,1,1
59,428.179000,428.181000,1,1
81,430.831000,430.833000,1,1
50,431.490000,431.492000,1,1
150,432.451000,432.453000,1,NaN
81,NaN,NaN,1,MISSING
54,435.260000,435.262000,1,1
81,437.912000,437.914000,1,1
52,438.563000,438.565000,1,1
81,441.215000,441.217000,1,1
56,441.874000,441.876000,1,1
81,444.526000,444.528000,1,1
102,445.177000,445.179000,1,1
100,445.794000,445.796000,1,1
201,446.287000,446.289000,1,0
101,NaN,NaN,1,MISSING
103,447.829000,447.831000,1,1
53,448.479000,448.481000,1,1
81,451.132000,451.134000,1,1
80,451.782000,451.784000,1,1
81,454.434000,454.436000,1,1
61,455.093000,455.095000,1,1
81,457.746000,457.748000,1,1
102,458.396000,458.398000,1,1
100,459.080000,459.082000,1,1
201,459.473000,459.475000,1,0
101,NaN,NaN,1,MISSING
103,461.048000,461.050000,1,1
50,461.707000,461.709000,1,1
81,464.359000,464.361000,1,1
73,465.010000,465.012000,1,1
81,467.662000,467.664000,1,1
68,468.313000,468.315000,1,1
81,470.965000,470.967000,1,1
41,471.624000,471.626000,1,1
81,474.276000,474.278000,1,1
51,474.935000,474.937000,1,1
81,477.587000,477.589000,1,1
45,478.238000,478.240000,1,1
81,480.890000,480.892000,1,1
42,481.540000,481.542000,1,1
81,484.193000,484.195000,1,1
51,484.843000,484.845000,1,1
81,487.495000,487.497000,1,1
49,488.154000,488.156000,1,1
81,490.807000,490.809000,1,1
69,491.457000,491.459000,1,1
81,494.109000,494.111000,1,1
79,494.760000,494.762000,1,1
81,497.412000,497.414000,1,1
46,498.063000,498.065000,1,1
81,500.715000,500.717000,1,1
44,501.374000,501.376000,1,1
81,504.026000,504.028000,1,1
102,504.685000,504.687000,1,1
100,505.202000,505.204000,1,1
101,NaN,NaN,1,MISSING
103,507.337000,507.339000,1,1
71,508.296000,508.298000,1,1
81,510.948000,510.950000,1,1
102,511.599000,511.601000,1,1
100,512.099000,512.101000,1,1
201,512.559000,512.561000,1,0
101,NaN,NaN,1,MISSING
103,514.251000,514.253000,1,1
46,514.910000,514.912000,1,1
81,517.562000,517.564000,1,1
74,518.213000,518.215000,1,1
81,520.865000,520.867000,1,1
66,521.516000,521.518000,1,1
81,524.168000,524.170000,1,1
61,524.827000,524.829000,1,1
81,527.479000,527.481000,1,1
75,528.138000,528.140000,1,1
81,530.790000,530.792000,1,1
60,531.441000,531.443000,1,1
81,534.093000,534.095000,1,1
63,534.743000,534.745000,1,1
81,537.396000,537.398000,1,1
68,538.046000,538.048000,1,1
81,540.698000,540.700000,1,1
71,541.349000,541.351000,1,1
81,544.001000,544.003000,1,1
49,544.660000,544.662000,1,1
81,547.312000,547.314000,1,1
62,547.963000,547.965000,1,1
81,550.615000,550.617000,1,1
74,551.265000,551.267000,1,1
81,553.918000,553.920000,1,1
64,554.577000,554.579000,1,1
150,556.605000,556.607000,1,NaN
81,NaN,NaN,1,MISSING
55,559.289000,559.291000,1,1
81,561.941000,561.943000,1,1
66,562.592000,562.594000,1,1
81,565.244000,565.246000,1,1
58,565.903000,565.905000,1,1
81,568.555000,568.557000,1,1
102,569.205000,569.207000,1,1
100,569.689000,569.691000,1,1
201,570.249000,570.251000,1,0
101,NaN,NaN,1,MISSING
103,571.858000,571.860000,1,1
102,572.510000,572.512000,1,NaN
100,573.217000,573.219000,1,NaN
103,575.169000,575.171000,1,NaN
50,576.111000,576.113000,1,NaN
81,578.772000,578.774000,1,NaN
64,579.419000,579.421000,1,NaN
81,582.083000,582.085000,1,NaN
