trigger,time_s
51,0.514136
81,3.172469
77,3.696127
81,6.354461
71,6.898108
81,9.556442
65,10.064807
81,12.723141
73,13.232704
81,15.891038
76,16.431093
81,19.089426
49,19.617612
81,22.275945
47,22.784570
81,25.442903
102,25.981611
100,26.723278
101,27.989944
103,28.639944
67,29.156144
81,31.814477
60,32.356304
81,35.014638
78,35.531697
81,38.190030
45,38.728135
81,41.386469
80,41.899397
81,44.557730
56,45.076754
81,47.735088
70,48.258124
81,50.916458
78,51.460128
81,54.118462
54,54.650145
81,57.308479
79,57.836551
81,60.494884
69,61.027814
81,63.686148
53,64.211210
81,66.869544
66,67.382165
81,70.040498
102,70.582794
100,71.307794
101,72.574461
103,73.241128
79,73.767242
81,76.425575
61,76.973395
81,79.631729
46,80.144515
81,82.802848
55,83.311666
81,85.969999
71,86.516950
81,89.175283
102,89.719035
100,90.502368
101,91.769035
103,92.377368
52,92.890807
81,95.549141
58,96.089254
81,98.747587
61,99.285709
81,101.944042
51,102.462589
81,105.120923
75,105.651248
81,108.309581
76,108.820011
81,111.478344
52,112.013735
81,114.672068
46,115.181692
81,117.840026
69,118.364392
81,121.022726
59,121.559070
81,124.217403
75,124.752554
81,127.410888
53,127.939486
81,130.597820
44,131.121941
81,133.780275
66,134.292810
81,136.951144
80,137.479162
81,140.137495
54,140.672181
81,143.330514
102,143.855111
100,144.446777
101,145.713444
103,146.513444
48,147.049293
81,149.707626
56,150.225536
81,152.883869
63,153.407506
81,156.065840
102,156.605283
100,156.888616
101,158.155283
103,159.263616
102,159.783521
100,160.300188
101,161.566855
103,162.441855
63,162.969120
81,165.627453
42,166.148941
81,168.807275
45,169.350936
81,172.009269
68,172.543649
81,175.201982
41,175.711804
81,178.370138
50,178.879136
81,181.537470
64,182.057207
81,184.715541
65,185.245892
81,187.904225
102,188.440005
100,189.565005
101,190.831672
103,191.098338
55,191.617321
81,194.275654
58,194.791158
81,197.449491
72,197.961773
81,200.620107
57,201.161070
81,203.819403
72,204.338745
81,206.997079
102,207.523421
100,208.073421
101,209.340087
103,210.181754
42,210.706610
81,213.364944
102,213.875332
100,214.908665
101,216.175332
103,216.533665
62,217.063901
81,219.722234
62,220.234248
81,222.892582
41,223.407898
81,226.066232
68,226.603243
81,229.261576
74,229.789766
81,232.448099
67,232.995513
81,235.653846
102,236.171488
100,237.446488
101,238.713155
103,238.829821
49,239.339093
81,241.997426
59,242.532102
81,245.190436
60,245.716348
81,248.374681
44,248.923003
81,251.581337
64,252.104637
81,254.762970
