trigger,time_s
43,0.514136
81,3.172469
63,3.696127
81,6.354461
62,6.898108
81,9.556442
70,10.064807
81,12.723141
102,13.232704
100,14.016038
101,15.282704
103,15.891038
74,16.431093
81,19.089426
67,19.617612
81,22.275945
64,22.784570
81,25.442903
102,25.981611
100,26.839944
101,28.106611
103,28.639944
45,29.156144
81,31.814477
49,32.356304
81,35.014638
65,35.531697
81,38.190030
55,38.728135
81,41.386469
41,41.899397
81,44.557730
61,45.076754
81,47.735088
54,48.258124
81,50.916458
78,51.460128
81,54.118462
60,54.650145
81,57.308479
49,57.836551
81,60.494884
76,61.027814
81,63.686148
80,64.211210
81,66.869544
74,67.382165
81,70.040498
69,70.582794
81,73.241128
73,73.767242
81,76.425575
47,76.973395
81,79.631729
102,80.144515
100,80.769515
101,82.036182
103,82.802848
63,83.311666
81,85.969999
102,86.516950
100,87.025283
101,88.291950
103,89.175283
45,89.719035
81,92.377368
65,92.890807
81,95.549141
53,96.089254
81,98.747587
44,99.285709
81,101.944042
71,102.462589
81,105.120923
76,105.651248
81,108.309581
68,108.820011
81,111.478344
75,112.013735
81,114.672068
79,115.181692
81,117.840026
50,118.364392
81,121.022726
56,121.559070
81,124.217403
60,124.752554
81,127.410888
77,127.939486
81,130.597820
67,131.121941
81,133.780275
48,134.292810
81,136.951144
46,137.479162
81,140.137495
78,140.672181
81,143.330514
102,143.855111
100,145.155111
101,146.421777
103,146.513444
75,147.049293
81,149.707626
41,150.225536
81,152.883869
55,153.407506
81,156.065840
59,156.605283
81,159.263616
64,159.783521
81,162.441855
42,162.969120
81,165.627453
61,166.148941
81,168.807275
52,169.350936
81,172.009269
66,172.543649
81,175.201982
54,175.711804
81,178.370138
42,178.879136
81,181.537470
52,182.057207
81,184.715541
72,185.245892
81,187.904225
102,188.440005
100,188.681672
101,189.948338
103,191.098338
69,191.617321
81,194.275654
43,194.791158
81,197.449491
58,197.961773
81,200.620107
48,201.161070
81,203.819403
102,204.338745
100,205.063745
101,206.330412
103,206.997079
44,207.523421
81,210.181754
79,210.706610
81,213.364944
102,213.875332
100,214.825332
101,216.091999
103,216.533665
72,217.063901
81,219.722234
47,220.234248
81,222.892582
71,223.407898
81,226.066232
50,226.603243
81,229.261576
102,229.789766
100,230.731432
101,231.998099
103,232.448099
51,232.995513
81,235.653846
56,236.171488
81,238.829821
102,239.339093
100,239.830760
101,241.097426
103,241.997426
66,242.532102
81,245.190436
59,245.716348
81,248.374681
57,248.923003
81,251.581337
53,252.104637
81,254.762970
