trigger,time_s
76,0.537746
81,3.196080
102,3.738466
100,3.996799
101,5.263466
103,6.396799
79,6.908021
81,9.566354
78,10.086333
81,12.744666
74,13.256469
81,15.914803
75,16.437132
81,19.095466
74,19.614986
81,22.273319
102,22.783485
100,23.725152
101,24.991819
103,25.441819
69,25.961770
81,28.620104
44,29.144203
81,31.802537
54,32.317066
81,34.975399
56,35.484672
81,38.143006
47,38.661175
81,41.319509
41,41.843732
81,44.502065
55,45.027302
81,47.685635
64,48.231209
81,50.889542
43,51.424533
81,54.082866
53,54.613859
81,57.272192
80,57.791587
81,60.449920
63,60.959314
81,63.617647
52,64.137077
81,66.795410
102,67.314912
100,68.506578
101,69.773245
103,69.973245
70,70.497721
81,73.156054
65,73.702589
81,76.360922
49,76.904173
81,79.562507
50,80.087731
81,82.746065
53,83.265788
81,85.924122
102,86.467945
100,86.767945
101,88.034611
103,89.126278
52,89.647865
81,92.306198
79,92.850352
81,95.508686
77,96.018383
81,98.676716
66,99.206570
81,101.864904
45,102.392834
81,105.051167
68,105.565321
81,108.223654
69,108.733688
81,111.392021
68,111.913498
81,114.571831
62,115.083546
81,117.741880
59,118.255284
81,120.913618
70,121.460100
81,124.118433
46,124.650164
81,127.308497
42,127.839803
81,130.498137
45,131.022825
81,133.681158
102,134.226015
100,135.209348
101,136.476015
103,136.884348
60,137.403203
81,140.061537
76,140.592464
81,143.250798
51,143.762037
81,146.420371
73,146.950354
81,149.608687
66,150.145257
81,152.803590
67,153.314334
81,155.972668
80,156.490942
81,159.149276
50,159.694925
81,162.353259
73,162.894786
81,165.553119
49,166.084848
81,168.743181
72,169.269607
81,171.927940
57,172.438668
81,175.097001
64,175.611041
81,178.269374
102,178.817263
100,179.217263
101,180.483930
103,181.475597
71,182.004042
81,184.662376
65,185.171477
81,187.829811
72,188.377421
81,191.035755
41,191.574780
81,194.233113
102,194.754236
100,195.579236
101,196.845903
103,197.412569
78,197.921426
81,200.579759
51,201.092184
81,203.750518
102,204.284587
100,205.184587
101,206.451254
103,206.942920
58,207.466614
81,210.124947
48,210.648736
81,213.307069
102,213.828470
100,214.503470
101,215.770137
103,216.486803
77,217.009305
81,219.667638
63,220.189208
81,222.847542
102,223.395152
100,224.028485
101,225.295152
103,226.053485
58,226.594596
81,229.252929
47,229.786641
81,232.444974
59,232.976636
81,235.634969
54,236.175160
81,238.833493
55,239.354009
81,242.012342
60,242.544123
81,245.202456
71,245.724011
81,248.382345
44,248.919498
81,251.577831
62,252.112297
81,254.770630
