trigger,time_s
75,0.514136
81,3.172469
102,3.696127
100,4.821127
101,6.087794
103,6.354461
52,6.898108
81,9.556442
65,10.064807
81,12.723141
48,13.232704
81,15.891038
102,16.431093
100,17.139426
101,18.406093
103,19.089426
64,19.617612
81,22.275945
53,22.784570
81,25.442903
43,25.981611
81,28.639944
57,29.156144
81,31.814477
56,32.356304
81,35.014638
47,35.531697
81,38.190030
60,38.728135
81,41.386469
76,41.899397
81,44.557730
42,45.076754
81,47.735088
67,48.258124
81,50.916458
69,51.460128
81,54.118462
41,54.650145
81,57.308479
75,57.836551
81,60.494884
77,61.027814
81,63.686148
42,64.211210
81,66.869544
59,67.382165
81,70.040498
71,70.582794
81,73.241128
102,73.767242
100,74.733908
101,76.000575
103,76.425575
50,76.973395
81,79.631729
64,80.144515
81,82.802848
54,83.311666
81,85.969999
54,86.516950
81,89.175283
76,89.719035
81,92.377368
59,92.890807
81,95.549141
50,96.089254
81,98.747587
79,99.285709
81,101.944042
77,102.462589
81,105.120923
74,105.651248
81,108.309581
102,108.820011
100,109.311677
101,110.578344
103,111.478344
68,112.013735
81,114.672068
102,115.181692
100,116.165026
101,117.431692
103,117.840026
67,118.364392
81,121.022726
102,121.559070
100,122.575736
101,123.842403
103,124.217403
58,124.752554
81,127.410888
53,127.939486
81,130.597820
102,131.121941
100,131.405275
101,132.671941
103,133.780275
55,134.292810
81,136.951144
70,137.479162
81,140.137495
71,140.672181
81,143.330514
79,143.855111
81,146.513444
46,147.049293
81,149.707626
72,150.225536
81,152.883869
48,153.407506
81,156.065840
57,156.605283
81,159.263616
73,159.783521
81,162.441855
62,162.969120
81,165.627453
51,166.148941
81,168.807275
78,169.350936
81,172.009269
74,172.543649
81,175.201982
49,175.711804
81,178.370138
70,178.879136
81,181.537470
47,182.057207
81,184.715541
41,185.245892
81,187.904225
68,188.440005
81,191.098338
80,191.617321
81,194.275654
78,194.791158
81,197.449491
56,197.961773
81,200.620107
60,201.161070
81,203.819403
73,204.338745
81,206.997079
52,207.523421
81,210.181754
66,210.706610
81,213.364944
61,213.875332
81,216.533665
102,217.063901
100,217.755568
101,219.022234
103,219.722234
46,220.234248
81,222.892582
45,223.407898
81,226.066232
45,226.603243
81,229.261576
80,229.789766
81,232.448099
43,232.995513
81,235.653846
102,236.171488
100,236.379821
101,237.646488
103,238.829821
55,239.339093
81,241.997426
63,242.532102
81,245.190436
66,245.716348
81,248.374681
102,248.923003
100,249.606337
101,250.873003
103,251.581337
58,252.104637
81,254.762970
