trigger,time_s
62,0.537746
81,3.196080
62,3.738466
81,6.396799
44,6.908021
81,9.566354
52,10.086333
81,12.744666
67,13.256469
81,15.914803
80,16.437132
81,19.095466
45,19.614986
81,22.273319
63,22.783485
81,25.441819
75,25.961770
81,28.620104
43,29.144203
81,31.802537
71,32.317066
81,34.975399
76,35.484672
81,38.143006
55,38.661175
81,41.319509
54,41.843732
81,44.502065
48,45.027302
81,47.685635
66,48.231209
81,50.889542
72,51.424533
81,54.082866
69,54.613859
81,57.272192
102,57.791587
100,58.733254
101,59.999920
103,60.449920
70,60.959314
81,63.617647
56,64.137077
81,66.795410
72,67.314912
81,69.973245
102,70.497721
100,71.114387
101,72.381054
103,73.156054
60,73.702589
81,76.360922
59,76.904173
81,79.562507
57,80.087731
81,82.746065
58,83.265788
81,85.924122
73,86.467945
81,89.126278
42,89.647865
81,92.306198
68,92.850352
81,95.508686
52,96.018383
81,98.676716
102,99.206570
100,99.648237
101,100.914904
103,101.864904
79,102.392834
81,105.051167
102,105.565321
100,106.156987
101,107.423654
103,108.223654
65,108.733688
81,111.392021
74,111.913498
81,114.571831
102,115.083546
100,116.025213
101,117.291880
103,117.741880
71,118.255284
81,120.913618
47,121.460100
81,124.118433
70,124.650164
81,127.308497
102,127.839803
100,128.664803
101,129.931470
103,130.498137
69,131.022825
81,133.681158
41,134.226015
81,136.884348
51,137.403203
81,140.061537
78,140.592464
81,143.250798
102,143.762037
100,144.687037
101,145.953704
103,146.420371
47,146.950354
81,149.608687
102,150.145257
100,151.178590
101,152.445257
103,152.803590
58,153.314334
81,155.972668
41,156.490942
81,159.149276
59,159.694925
81,162.353259
63,162.894786
81,165.553119
44,166.084848
81,168.743181
46,169.269607
81,171.927940
78,172.438668
81,175.097001
74,175.611041
81,178.269374
77,178.817263
81,181.475597
65,182.004042
81,184.662376
50,185.171477
81,187.829811
64,188.377421
81,191.035755
68,191.574780
81,194.233113
67,194.754236
81,197.412569
66,197.921426
81,200.579759
57,201.092184
81,203.750518
76,204.284587
81,206.942920
53,207.466614
81,210.124947
46,210.648736
81,213.307069
102,213.828470
100,214.061803
101,215.328470
103,216.486803
49,217.009305
81,219.667638
64,220.189208
81,222.847542
49,223.395152
81,226.053485
61,226.594596
81,229.252929
45,229.786641
81,232.444974
53,232.976636
81,235.634969
55,236.175160
81,238.833493
42,239.354009
81,242.012342
102,242.544123
100,243.427456
101,244.694123
103,245.202456
73,245.724011
81,248.382345
56,248.919498
81,251.577831
54,252.112297
81,254.770630
