trigger,time_s
63,0.514136
81,3.172469
66,3.696127
81,6.354461
46,6.898108
81,9.556442
44,10.064807
81,12.723141
47,13.232704
81,15.891038
70,16.431093
81,19.089426
45,19.617612
81,22.275945
54,22.784570
81,25.442903
68,25.981611
81,28.639944
73,29.156144
81,31.814477
50,32.356304
81,35.014638
102,35.531697
100,36.873364
101,38.140030
103,38.190030
102,38.728135
100,39.219802
101,40.486469
103,41.386469
62,41.899397
81,44.557730
68,45.076754
81,47.735088
80,48.258124
81,50.916458
63,51.460128
81,54.118462
56,54.650145
81,57.308479
79,57.836551
81,60.494884
59,61.027814
81,63.686148
73,64.211210
81,66.869544
51,67.382165
81,70.040498
69,70.582794
81,73.241128
41,73.767242
81,76.425575
75,76.973395
81,79.631729
76,80.144515
81,82.802848
76,83.311666
81,85.969999
67,86.516950
81,89.175283
61,89.719035
81,92.377368
72,92.890807
81,95.549141
102,96.089254
100,97.055921
101,98.322587
103,98.747587
57,99.285709
81,101.944042
49,102.462589
81,105.120923
54,105.651248
81,108.309581
48,108.820011
81,111.478344
58,112.013735
81,114.672068
78,115.181692
81,117.840026
102,118.364392
100,119.339392
101,120.606059
103,121.022726
55,121.559070
81,124.217403
75,124.752554
81,127.410888
49,127.939486
81,130.597820
64,131.121941
81,133.780275
65,134.292810
81,136.951144
53,137.479162
81,140.137495
47,140.672181
81,143.330514
43,143.855111
81,146.513444
46,147.049293
81,149.707626
51,150.225536
81,152.883869
50,153.407506
81,156.065840
74,156.605283
81,159.263616
70,159.783521
81,162.441855
79,162.969120
81,165.627453
44,166.148941
81,168.807275
67,169.350936
81,172.009269
55,172.543649
81,175.201982
56,175.711804
81,178.370138
77,178.879136
81,181.537470
60,182.057207
81,184.715541
102,185.245892
100,186.104225
101,187.370892
103,187.904225
102,188.440005
100,189.806672
101,191.073338
103,191.098338
59,191.617321
81,194.275654
80,194.791158
81,197.449491
65,197.961773
81,200.620107
62,201.161070
81,203.819403
57,204.338745
81,206.997079
71,207.523421
81,210.181754
102,210.706610
100,211.006610
101,212.273277
103,213.364944
42,213.875332
81,216.533665
72,217.063901
81,219.722234
74,220.234248
81,222.892582
69,223.407898
81,226.066232
102,226.603243
100,227.894909
101,229.161576
103,229.261576
102,229.789766
100,230.481432
101,231.748099
103,232.448099
64,232.995513
81,235.653846
43,236.171488
81,238.829821
42,239.339093
81,241.997426
53,242.532102
81,245.190436
77,245.716348
81,248.374681
102,248.923003
100,249.948003
101,251.214670
103,251.581337
58,252.104637
81,254.762970
