trigger,time_s
69,0.514136
81,3.172469
49,3.696127
81,6.354461
76,6.898108
81,9.556442
41,10.064807
81,12.723141
58,13.232704
81,15.891038
61,16.431093
81,19.089426
65,19.617612
81,22.275945
102,22.784570
100,23.076236
101,24.342903
103,25.442903
55,25.981611
81,28.639944
68,29.156144
81,31.814477
54,32.356304
81,35.014638
102,35.531697
100,35.940030
101,37.206697
103,38.190030
70,38.728135
81,41.386469
42,41.899397
81,44.557730
72,45.076754
81,47.735088
54,48.258124
81,50.916458
57,51.460128
81,54.118462
50,54.650145
81,57.308479
48,57.836551
81,60.494884
102,61.027814
100,61.302814
101,62.569481
103,63.686148
61,64.211210
81,66.869544
76,67.382165
81,70.040498
70,70.582794
81,73.241128
69,73.767242
81,76.425575
77,76.973395
81,79.631729
77,80.144515
81,82.802848
63,83.311666
81,85.969999
102,86.516950
100,86.891950
101,88.158616
103,89.175283
74,89.719035
81,92.377368
71,92.890807
81,95.549141
71,96.089254
81,98.747587
102,99.285709
100,99.727375
101,100.994042
103,101.944042
56,102.462589
81,105.120923
60,105.651248
81,108.309581
44,108.820011
81,111.478344
79,112.013735
81,114.672068
80,115.181692
81,117.840026
42,118.364392
81,121.022726
44,121.559070
81,124.217403
64,124.752554
81,127.410888
102,127.939486
100,129.106153
101,130.372820
103,130.597820
60,131.121941
81,133.780275
80,134.292810
81,136.951144
51,137.479162
81,140.137495
48,140.672181
81,143.330514
52,143.855111
81,146.513444
52,147.049293
81,149.707626
67,150.225536
81,152.883869
47,153.407506
81,156.065840
51,156.605283
81,159.263616
59,159.783521
81,162.441855
66,162.969120
81,165.627453
43,166.148941
81,168.807275
102,169.350936
100,170.692603
101,171.959269
103,172.009269
46,172.543649
81,175.201982
56,175.711804
81,178.370138
102,178.879136
100,179.387470
101,180.654136
103,181.537470
72,182.057207
81,184.715541
67,185.245892
81,187.904225
102,188.440005
100,188.656672
101,189.923338
103,191.098338
43,191.617321
81,194.275654
57,194.791158
81,197.449491
102,197.961773
100,198.970107
101,200.236773
103,200.620107
65,201.161070
81,203.819403
74,204.338745
81,206.997079
53,207.523421
81,210.181754
47,210.706610
81,213.364944
75,213.875332
81,216.533665
41,217.063901
81,219.722234
58,220.234248
81,222.892582
50,223.407898
81,226.066232
75,226.603243
81,229.261576
63,229.789766
81,232.448099
73,232.995513
81,235.653846
64,236.171488
81,238.829821
45,239.339093
81,241.997426
68,242.532102
81,245.190436
78,245.716348
81,248.374681
55,248.923003
81,251.581337
62,252.104637
81,254.762970
