trigger,time_s
47,0.537746
81,3.196080
70,3.738466
81,6.396799
53,6.908021
81,9.566354
78,10.086333
81,12.744666
54,13.256469
81,15.914803
62,16.437132
81,19.095466
72,19.614986
81,22.273319
80,22.783485
81,25.441819
70,25.961770
81,28.620104
102,29.144203
100,29.660870
101,30.927537
103,31.802537
65,32.317066
81,34.975399
48,35.484672
81,38.143006
62,38.661175
81,41.319509
42,41.843732
81,44.502065
64,45.027302
81,47.685635
56,48.231209
81,50.889542
46,51.424533
81,54.082866
58,54.613859
81,57.272192
64,57.791587
81,60.449920
68,60.959314
81,63.617647
74,64.137077
81,66.795410
77,67.314912
81,69.973245
79,70.497721
81,73.156054
63,73.702589
81,76.360922
44,76.904173
81,79.562507
102,80.087731
100,81.396065
101,82.662731
103,82.746065
63,83.265788
81,85.924122
55,86.467945
81,89.126278
52,89.647865
81,92.306198
66,92.850352
81,95.508686
43,96.018383
81,98.676716
102,99.206570
100,99.606570
101,100.873237
103,101.864904
45,102.392834
81,105.051167
57,105.565321
81,108.223654
75,108.733688
81,111.392021
76,111.913498
81,114.571831
102,115.083546
100,115.391880
101,116.658546
103,117.741880
102,118.255284
100,118.830284
101,120.096951
103,120.913618
52,121.460100
81,124.118433
60,124.650164
81,127.308497
102,127.839803
100,128.748137
101,130.014803
103,130.498137
102,131.022825
100,132.389491
101,133.656158
103,133.681158
66,134.226015
81,136.884348
102,137.403203
100,137.619870
101,138.886537
103,140.061537
102,140.592464
100,140.909131
101,142.175798
103,143.250798
79,143.762037
81,146.420371
46,146.950354
81,149.608687
51,150.145257
81,152.803590
49,153.314334
81,155.972668
42,156.490942
81,159.149276
41,159.694925
81,162.353259
59,162.894786
81,165.553119
41,166.084848
81,168.743181
47,169.269607
81,171.927940
50,172.438668
81,175.097001
67,175.611041
81,178.269374
55,178.817263
81,181.475597
80,182.004042
81,184.662376
77,185.171477
81,187.829811
53,188.377421
81,191.035755
59,191.574780
81,194.233113
61,194.754236
81,197.412569
60,197.921426
81,200.579759
74,201.092184
81,203.750518
73,204.284587
81,206.942920
73,207.466614
81,210.124947
44,210.648736
81,213.307069
69,213.828470
81,216.486803
75,217.009305
81,219.667638
71,220.189208
81,222.847542
65,223.395152
81,226.053485
69,226.594596
81,229.252929
61,229.786641
81,232.444974
45,232.976636
81,235.634969
102,236.175160
100,236.875160
101,238.141826
103,238.833493
54,239.354009
81,242.012342
78,242.544123
81,245.202456
56,245.724011
81,248.382345
76,248.919498
81,251.577831
49,252.112297
81,254.770630
